DATE,DEXJPUS,DJIA
2013-08-26,98.6400,14946.46
2013-08-27,97.3000,14776.13
2013-08-28,97.6500,14824.51
2013-08-29,98.4600,14840.95
2013-08-30,98.2200,14810.31
2013-09-02,.,.
2013-09-03,99.4300,14833.96
2013-09-04,99.6100,14930.87
2013-09-05,100.0800,14937.48
2013-09-06,99.0400,14922.50
2013-09-09,99.5500,15063.12
2013-09-10,100.2200,15191.06
2013-09-11,100.0800,15326.60
2013-09-12,99.2400,15300.64
2013-09-13,99.3800,15376.06
2013-09-16,98.9800,15494.78
2013-09-17,99.1600,15529.73
2013-09-18,99.0400,15676.94
2013-09-19,99.3300,15636.55
2013-09-20,99.3800,15451.09
2013-09-23,98.7600,15401.38
2013-09-24,98.7600,15334.59
2013-09-25,98.6200,15273.26
2013-09-26,98.9500,15328.30
2013-09-27,98.3000,15258.24
2013-09-30,98.2900,15129.67
2013-10-01,98.0500,15191.70
2013-10-02,97.3600,15133.14
2013-10-03,97.0800,14996.48
2013-10-04,97.2000,15072.58
2013-10-07,97.0200,14936.24
2013-10-08,96.9400,14776.53
2013-10-09,97.2300,14802.98
2013-10-10,98.0900,15126.07
2013-10-11,98.4200,15237.11
2013-10-14,.,15301.26
2013-10-15,98.5800,15168.01
2013-10-16,98.9000,15373.83
2013-10-17,97.8500,15371.65
2013-10-18,97.7700,15399.65
2013-10-21,98.1400,15392.20
2013-10-22,98.1800,15467.66
2013-10-23,97.2800,15413.33
2013-10-24,97.3600,15509.21
2013-10-25,97.4600,15570.28
2013-10-28,97.7000,15568.93
2013-10-29,98.0900,15680.35
2013-10-30,98.1400,15618.76
2013-10-31,98.1000,15545.75
2013-11-01,98.7800,15615.55
2013-11-04,98.6200,15639.12
2013-11-05,98.6000,15618.22
2013-11-06,98.6000,15746.88
2013-11-07,98.5600,15593.98
2013-11-08,99.0300,15761.78
2013-11-11,.,15783.10
2013-11-12,99.6500,15750.67
2013-11-13,99.3100,15821.63
2013-11-14,99.9300,15876.22
2013-11-15,100.1700,15961.70
2013-11-18,100.0400,15976.02
2013-11-19,100.1400,15967.03
2013-11-20,100.0200,15900.82
2013-11-21,100.9500,16009.99
2013-11-22,101.2900,16064.77
2013-11-25,101.7000,16072.54
2013-11-26,101.3800,16072.80
2013-11-27,102.1800,16097.33
2013-11-28,.,.
2013-11-29,102.4500,16086.41
2013-12-02,103.0400,16008.77
2013-12-03,102.3600,15914.62
2013-12-04,102.4800,15889.77
2013-12-05,101.8200,15821.51
2013-12-06,102.8800,16020.20
2013-12-09,103.2200,16025.53
2013-12-10,102.8000,15973.13
2013-12-11,102.3800,15843.53
2013-12-12,103.1100,15739.43
2013-12-13,103.2800,15755.36
2013-12-16,102.9100,15884.57
2013-12-17,102.6300,15875.26
2013-12-18,103.1800,16167.97
2013-12-19,104.1600,16179.08
2013-12-20,104.0700,16221.14
2013-12-23,104.0600,16294.61
2013-12-24,104.2600,16357.55
2013-12-25,.,.
2013-12-26,104.7200,16479.88
2013-12-27,105.0500,16478.41
2013-12-30,105.0000,16504.29
2013-12-31,105.2500,16576.66
2014-01-01,.,.
2014-01-02,104.8400,16441.35
2014-01-03,104.4600,16469.99
2014-01-06,104.3800,16425.10
2014-01-07,104.5400,16530.94
2014-01-08,104.8700,16462.74
2014-01-09,104.7400,16444.76
2014-01-10,104.0600,16437.05
2014-01-13,103.3100,16257.94
2014-01-14,103.8000,16373.86
2014-01-15,104.4200,16481.94
2014-01-16,104.3200,16417.01
2014-01-17,104.3200,16458.56
2014-01-20,.,.
2014-01-21,104.1400,16414.44
2014-01-22,104.3600,16373.34
2014-01-23,103.6500,16197.35
2014-01-24,102.4100,15879.11
2014-01-27,102.2600,15837.88
2014-01-28,102.8000,15928.56
2014-01-29,102.2000,15738.79
2014-01-30,102.8300,15848.61
2014-01-31,102.2800,15698.85
2014-02-03,101.1100,15372.80
2014-02-04,101.6200,15445.24
2014-02-05,101.3800,15440.23
2014-02-06,101.8400,15628.53
2014-02-07,102.3200,15794.08
2014-02-10,102.1400,15801.79
2014-02-11,102.6300,15994.77
2014-02-12,102.4800,15963.94
2014-02-13,102.2000,16027.59
2014-02-14,101.8200,16154.39
2014-02-17,.,.
2014-02-18,102.3100,16130.40
2014-02-19,102.3000,16040.56
2014-02-20,102.3200,16133.23
2014-02-21,102.7100,16103.30
2014-02-24,102.4400,16207.14
2014-02-25,102.2000,16179.66
2014-02-26,102.3600,16198.41
2014-02-27,102.1200,16272.65
2014-02-28,102.0800,16321.71
2014-03-03,101.3600,16168.03
2014-03-04,102.1800,16395.88
2014-03-05,102.3200,16360.18
2014-03-06,103.0300,16421.89
2014-03-07,103.3800,16452.72
2014-03-10,103.2300,16418.68
2014-03-11,103.1800,16351.25
2014-03-12,102.7400,16340.08
2014-03-13,102.1200,16108.89
2014-03-14,101.4600,16065.67
2014-03-17,101.6200,16247.22
2014-03-18,101.3700,16336.19
2014-03-19,101.5400,16222.17
2014-03-20,102.3900,16331.05
2014-03-21,102.3800,16302.77
2014-03-24,102.2100,16276.69
2014-03-25,102.3200,16367.88
2014-03-26,102.3000,16268.99
2014-03-27,102.1000,16264.23
2014-03-28,102.9200,16323.06
2014-03-31,102.9800,16457.66
2014-04-01,103.5200,16532.61
2014-04-02,103.8200,16573.00
2014-04-03,103.9400,16572.55
2014-04-04,103.3900,16412.71
2014-04-07,103.0400,16245.87
2014-04-08,102.1200,16256.14
2014-04-09,101.8500,16437.18
2014-04-10,101.4300,16170.22
2014-04-11,101.5600,16026.75
2014-04-14,101.8100,16173.24
2014-04-15,101.6000,16262.56
2014-04-16,102.3000,16424.85
2014-04-17,102.2200,16408.54
2014-04-18,102.4300,.
2014-04-21,102.5600,16449.25
2014-04-22,102.6000,16514.37
2014-04-23,102.2600,16501.65
2014-04-24,102.3400,16501.65
2014-04-25,102.1200,16361.46
2014-04-28,102.4600,16448.74
2014-04-29,102.5700,16535.37
2014-04-30,102.1400,16580.84
2014-05-01,102.3000,16558.87
2014-05-02,102.3400,16512.89
2014-05-05,102.0600,16530.55
2014-05-06,101.5700,16401.02
2014-05-07,101.7200,16518.54
2014-05-08,101.6600,16550.97
2014-05-09,101.7400,16583.34
2014-05-12,102.1000,16695.47
2014-05-13,102.2000,16715.44
2014-05-14,101.7500,16613.97
2014-05-15,101.4400,16446.81
2014-05-16,101.5000,16491.31
2014-05-19,101.2600,16511.86
2014-05-20,101.2600,16374.31
2014-05-21,101.4400,16533.06
2014-05-22,101.7600,16543.08
2014-05-23,101.8800,16606.27
2014-05-26,.,.
2014-05-27,102.1400,16675.50
2014-05-28,101.7800,16633.18
2014-05-29,101.5800,16698.74
2014-05-30,101.7700,16717.17
2014-06-02,102.3000,16743.63
2014-06-03,102.4200,16722.34
2014-06-04,102.6900,16737.53
2014-06-05,102.4400,16836.11
2014-06-06,102.5000,16924.28
2014-06-09,102.5200,16943.10
2014-06-10,102.3700,16945.92
2014-06-11,101.9400,16843.88
2014-06-12,101.8300,16734.19
2014-06-13,102.0600,16775.74
2014-06-16,101.8200,16781.01
2014-06-17,102.1800,16808.49
2014-06-18,102.1600,16906.62
2014-06-19,101.8400,16921.46
2014-06-20,102.1400,16947.08
2014-06-23,101.9000,16937.26
2014-06-24,102.1300,16818.13
2014-06-25,101.7500,16867.51
2014-06-26,101.6600,16846.13
2014-06-27,101.3900,16851.84
2014-06-30,101.2800,16826.60
2014-07-01,101.5100,16956.07
2014-07-02,101.7600,16976.24
2014-07-03,102.1900,17068.26
2014-07-04,.,.
2014-07-07,101.8400,17024.21
2014-07-08,101.5300,16906.62
2014-07-09,101.7000,16985.61
2014-07-10,101.2600,16915.07
2014-07-11,101.3300,16943.81
2014-07-14,101.5800,17055.42
2014-07-15,101.6200,17060.68
2014-07-16,101.6900,17138.20
2014-07-17,101.3000,16976.81
2014-07-18,101.3700,17100.18
2014-07-21,101.3400,17051.73
2014-07-22,101.5400,17113.54
2014-07-23,101.5000,17086.63
2014-07-24,101.8200,17083.80
2014-07-25,101.8100,16960.57
2014-07-28,101.8200,16982.59
2014-07-29,102.1200,16912.11
2014-07-30,102.9000,16880.36
2014-07-31,102.7500,16563.30
2014-08-01,102.4500,16493.37
2014-08-04,102.4700,16569.28
2014-08-05,102.7700,16429.47
2014-08-06,102.3400,16443.34
2014-08-07,102.0600,16368.27
2014-08-08,101.9100,16553.93
2014-08-11,102.1400,16569.98
2014-08-12,102.2200,16560.54
2014-08-13,102.4800,16651.80
2014-08-14,102.4400,16713.58
2014-08-15,102.1900,16662.91
2014-08-18,102.5400,16838.74
2014-08-19,102.8600,16919.59
2014-08-20,103.3600,16979.13
2014-08-21,103.7800,17039.49
2014-08-22,103.9700,17001.22
2014-08-25,103.9600,17076.87
2014-08-26,104.1200,17106.70
2014-08-27,103.9800,17122.01
2014-08-28,103.7800,17079.57
2014-08-29,104.0000,17098.45
2014-09-01,.,.
2014-09-02,105.1000,17067.56
2014-09-03,104.8800,17078.28
2014-09-04,105.2200,17069.58
2014-09-05,104.9400,17137.36
2014-09-08,105.6500,17111.42
2014-09-09,106.3200,17013.87
2014-09-10,106.7600,17068.71
2014-09-11,106.8700,17049.00
2014-09-12,107.2400,16987.51
2014-09-15,107.1800,17031.14
2014-09-16,106.9100,17131.97
2014-09-17,107.5800,17156.85
2014-09-18,108.6900,17265.99
2014-09-19,108.9600,17279.74
2014-09-22,108.8800,17172.68
2014-09-23,108.8200,17055.87
2014-09-24,108.9200,17210.06
2014-09-25,108.7000,16945.80
2014-09-26,109.3200,17113.15
2014-09-29,109.3400,17071.22
2014-09-30,109.6600,17042.90
2014-10-01,109.3000,16804.71
2014-10-02,108.1000,16801.05
2014-10-03,109.7000,17009.69
2014-10-06,109.0800,16991.91
2014-10-07,108.3000,16719.39
2014-10-08,108.4100,16994.22
2014-10-09,108.0000,16659.25
2014-10-10,107.8300,16544.10
2014-10-13,.,16321.07
2014-10-14,107.1500,16315.19
2014-10-15,106.0600,16141.74
2014-10-16,105.9800,16117.24
2014-10-17,106.7200,16380.41
2014-10-20,106.8700,16399.67
2014-10-21,106.7000,16614.81
2014-10-22,107.3200,16461.32
2014-10-23,108.1600,16677.90
2014-10-24,108.0600,16805.41
2014-10-27,107.7100,16817.94
2014-10-28,108.0000,17005.75
2014-10-29,108.1000,16974.31
2014-10-30,108.9400,17195.42
2014-10-31,112.0900,17390.52
2014-11-03,113.9200,17366.24
2014-11-04,113.4400,17383.84
2014-11-05,114.6200,17484.53
2014-11-06,114.8700,17554.47
2014-11-07,114.7300,17573.93
2014-11-10,114.7800,17613.74
2014-11-11,.,17614.90
2014-11-12,115.4200,17612.20
2014-11-13,115.6300,17652.79
2014-11-14,116.5200,17634.74
2014-11-17,116.4400,17647.75
2014-11-18,116.7600,17687.82
2014-11-19,117.7000,17685.73
2014-11-20,118.1400,17719.00
2014-11-21,117.7400,17810.06
2014-11-24,118.3900,17817.90
2014-11-25,117.9900,17814.94
2014-11-26,117.6000,17827.75
2014-11-27,.,.
2014-11-28,118.7000,17828.24
2014-12-01,118.1400,17776.80
2014-12-02,119.1000,17879.55
2014-12-03,119.8200,17912.62
2014-12-04,119.6700,17900.10
2014-12-05,121.3800,17958.79
2014-12-08,120.8900,17852.48
2014-12-09,118.8700,17801.20
2014-12-10,118.5000,17533.15
2014-12-11,119.4000,17596.34
2014-12-12,118.2200,17280.83
2014-12-15,117.7500,17180.84
2014-12-16,117.2800,17068.87
2014-12-17,117.6400,17356.87
2014-12-18,118.8400,17778.15
2014-12-19,119.5600,17804.80
2014-12-22,119.8400,17959.44
2014-12-23,120.6800,18024.17
2014-12-24,120.4500,18030.21
2014-12-25,.,.
2014-12-26,.,18053.71
2014-12-29,120.5700,18038.23
2014-12-30,119.3400,17983.07
2014-12-31,119.8500,17823.07
2015-01-01,.,.
2015-01-02,120.2000,17832.99
2015-01-05,119.6400,17501.65
2015-01-06,118.2600,17371.64
2015-01-07,119.5200,17584.52
2015-01-08,119.5100,17907.87
2015-01-09,118.6600,17737.37
2015-01-12,118.3200,17640.84
2015-01-13,118.1600,17613.68
2015-01-14,116.7800,17427.09
2015-01-15,116.9500,17320.71
2015-01-16,117.4500,17511.57
2015-01-19,.,.
2015-01-20,118.4800,17515.23
2015-01-21,117.8600,17554.28
2015-01-22,117.9200,17813.98
2015-01-23,117.8000,17672.60
2015-01-26,118.3800,17678.70
2015-01-27,117.6200,17387.21
2015-01-28,117.7400,17191.37
2015-01-29,118.3100,17416.85
2015-01-30,117.4400,17164.95
2015-02-02,117.3300,17361.04
2015-02-03,117.4800,17666.40
2015-02-04,117.5800,17673.02
2015-02-05,117.4000,17884.88
2015-02-06,119.1600,17824.29
2015-02-09,118.7000,17729.21
2015-02-10,119.3200,17868.76
2015-02-11,120.3800,17862.14
2015-02-12,118.7200,17972.38
2015-02-13,118.7000,18019.35
2015-02-16,.,.
2015-02-17,118.9900,18047.58
2015-02-18,119.1900,18029.85
2015-02-19,118.8400,17985.77
2015-02-20,118.6800,18140.44
2015-02-23,118.8800,18116.84
2015-02-24,119.1300,18209.19
2015-02-25,118.8800,18224.57
2015-02-26,119.3600,18214.42
2015-02-27,119.7200,18132.70
2015-03-02,120.0600,18288.63
2015-03-03,119.4700,18203.37
2015-03-04,119.7600,18096.90
2015-03-05,120.2200,18135.72
2015-03-06,120.9300,17856.78
2015-03-09,121.1700,17995.72
2015-03-10,121.2000,17662.94
2015-03-11,121.5000,17635.39
2015-03-12,121.2800,17895.22
2015-03-13,121.1700,17749.31
2015-03-16,121.3000,17977.42
2015-03-17,121.2800,17849.08
2015-03-18,120.9200,18076.19
2015-03-19,120.9000,17959.03
2015-03-20,120.2800,18127.65
2015-03-23,119.7400,18116.04
2015-03-24,119.9000,18011.14
2015-03-25,119.3700,17718.54
2015-03-26,119.0100,17678.23
2015-03-27,119.1500,17712.66
2015-03-30,120.1100,17976.31
2015-03-31,119.9600,17776.12
2015-04-01,119.6200,17698.18
2015-04-02,119.7400,17763.24
2015-04-03,118.9600,.
2015-04-06,119.0500,17880.85
2015-04-07,120.3600,17875.42
2015-04-08,119.9600,17902.51
2015-04-09,120.3200,17958.73
2015-04-10,120.2900,18057.65
2015-04-13,120.3200,17977.04
2015-04-14,119.2600,18036.70
2015-04-15,119.2300,18112.61
2015-04-16,119.1800,18105.77
2015-04-17,119.0200,17826.30
2015-04-20,119.2700,18034.93
2015-04-21,119.4500,17949.59
2015-04-22,119.9000,18038.27
2015-04-23,119.6900,18058.69
2015-04-24,118.9800,18080.14
2015-04-27,119.1200,18037.97
2015-04-28,118.8000,18110.14
2015-04-29,118.8300,18035.53
2015-04-30,119.8600,17840.52
2015-05-01,120.2100,18024.06
2015-05-04,120.2500,18070.40
2015-05-05,119.8700,17928.20
2015-05-06,119.4200,17841.98
2015-05-07,119.7400,17924.06
2015-05-08,119.7800,18191.11
2015-05-11,120.0500,18105.17
2015-05-12,119.8000,18068.23
2015-05-13,119.0900,18060.49
2015-05-14,119.2000,18252.24
2015-05-15,119.3600,18272.56
2015-05-18,119.8200,18298.88
2015-05-19,120.5800,18312.39
2015-05-20,121.2800,18285.40
2015-05-21,121.0600,18285.74
2015-05-22,121.4500,18232.02
2015-05-25,.,.
2015-05-26,123.0800,18041.54
2015-05-27,123.7600,18162.99
2015-05-28,124.1800,18126.12
2015-05-29,123.9800,18010.68
2015-06-01,124.6400,18040.37
2015-06-02,124.1900,18011.94
2015-06-03,124.0600,18076.27
2015-06-04,124.5600,17905.58
2015-06-05,125.5800,17849.46
2015-06-08,125.0800,17766.55
2015-06-09,124.1600,17764.04
2015-06-10,122.7200,18000.40
2015-06-11,123.6200,18039.37
2015-06-12,123.2300,17898.84
2015-06-15,123.3800,17791.17
2015-06-16,123.3900,17904.48
2015-06-17,124.2500,17935.74
2015-06-18,122.8700,18115.84
2015-06-19,122.7000,18015.95
2015-06-22,123.2800,18119.78
2015-06-23,123.7100,18144.07
2015-06-24,124.2400,17966.07
2015-06-25,123.6300,17890.36
2015-06-26,123.9200,17946.68
2015-06-29,122.5000,17596.35
2015-06-30,122.1000,17619.51
2015-07-01,123.0200,17757.91
2015-07-02,123.1400,17730.11
2015-07-03,.,.
2015-07-06,122.5300,17683.58
2015-07-07,122.1600,17776.91
2015-07-08,120.5400,17515.42
2015-07-09,121.2200,17548.62
2015-07-10,122.7500,17760.41
2015-07-13,123.3500,17977.68
2015-07-14,123.3900,18053.58
2015-07-15,123.8900,18050.17
2015-07-16,124.0400,18120.25
2015-07-17,124.0000,18086.45
2015-07-20,124.2400,18100.41
2015-07-21,123.9300,17919.29
2015-07-22,124.0800,17851.04
2015-07-23,123.8800,17731.92
2015-07-24,123.7400,17568.53
2015-07-27,123.2400,17440.59
2015-07-28,123.5200,17630.27
2015-07-29,123.8600,17751.39
2015-07-30,124.3800,17745.98
2015-07-31,123.9400,17689.86
2015-08-03,123.9800,17598.20
2015-08-04,124.0000,17550.69
2015-08-05,124.8400,17540.47
2015-08-06,124.6000,17419.75
2015-08-07,124.2700,17373.38
2015-08-10,124.5500,17615.17
2015-08-11,124.9000,17402.84
2015-08-12,123.8700,17402.51
2015-08-13,124.3200,17408.25
2015-08-14,124.2700,17477.40
2015-08-17,124.3300,17545.18
2015-08-18,124.3900,17511.34
2015-08-19,124.1000,17348.73
2015-08-20,123.5400,16990.69
2015-08-21,122.1100,16459.75
2015-08-24,118.5600,15871.35
2015-08-25,119.9100,15666.44
2015-08-26,119.0700,16285.51
2015-08-27,120.8900,16654.77
2015-08-28,121.3200,16643.01
2015-08-31,121.2600,16528.03
2015-09-01,119.9400,16058.35
2015-09-02,120.0000,16351.38
2015-09-03,120.2000,16374.76
2015-09-04,119.0500,16102.38
2015-09-07,.,.
2015-09-08,119.7200,16492.68
2015-09-09,120.9400,16253.57
2015-09-10,120.7100,16330.40
2015-09-11,120.6600,16433.09
2015-09-14,119.9200,16370.96
2015-09-15,120.3000,16599.85
2015-09-16,120.6200,16739.95
2015-09-17,120.9000,16674.74
2015-09-18,119.8500,16384.58
2015-09-21,120.4600,16510.19
2015-09-22,120.0400,16330.47
2015-09-23,120.1200,16279.89
2015-09-24,119.5400,16201.32
2015-09-25,120.7400,16314.67
2015-09-28,119.8200,16001.89
2015-09-29,119.7600,16049.13
2015-09-30,119.8100,16284.70
2015-10-01,119.5800,16272.01
2015-10-02,119.4200,16472.37
2015-10-05,120.3600,16776.43
2015-10-06,120.1800,16790.19
2015-10-07,119.9000,16912.29
2015-10-08,119.9400,17050.75
2015-10-09,120.3000,17084.49
2015-10-12,.,17131.86
2015-10-13,119.8000,17081.89
2015-10-14,119.2100,16924.75
2015-10-15,118.2600,17141.75
2015-10-16,119.6000,17215.97
2015-10-19,119.5000,17230.54
2015-10-20,119.7900,17217.11
2015-10-21,119.9100,17168.61
2015-10-22,120.5000,17489.16
2015-10-23,121.2000,17646.70
2015-10-26,120.8700,17623.05
2015-10-27,120.2900,17581.43
2015-10-28,120.5600,17779.52
2015-10-29,121.1400,17755.80
2015-10-30,120.7000,17663.54
2015-11-02,120.7000,17828.76
2015-11-03,121.2000,17918.15
2015-11-04,121.5200,17867.58
2015-11-05,121.7100,17863.43
2015-11-06,123.2000,17910.33
2015-11-09,123.0400,17730.48
2015-11-10,123.2200,17758.21
2015-11-11,.,17702.22
2015-11-12,122.8400,17448.07
2015-11-13,122.9300,17245.24
2015-11-16,123.1100,17483.01
2015-11-17,123.4800,17489.50
2015-11-18,123.5100,17737.16
2015-11-19,122.7100,17732.75
2015-11-20,122.8000,17823.81
2015-11-23,123.0200,17792.68
2015-11-24,122.4700,17812.19
2015-11-25,122.7000,17813.39
2015-11-26,.,.
2015-11-27,122.8400,17798.49
2015-11-30,123.2200,17719.92
2015-12-01,122.8800,17888.35
2015-12-02,123.5200,17729.68
2015-12-03,123.0600,17477.67
2015-12-04,123.1000,17847.63
2015-12-07,123.3100,17730.51
2015-12-08,123.0000,17568.00
2015-12-09,121.8600,17492.30
2015-12-10,121.4400,17574.75
2015-12-11,120.9400,17265.21
2015-12-14,120.5700,17368.50
2015-12-15,121.6600,17524.91
2015-12-16,121.8800,17749.09
2015-12-17,122.7500,17495.84
2015-12-18,121.2000,17128.55
2015-12-21,120.9900,17251.62
2015-12-22,120.9400,17417.27
2015-12-23,120.9400,17602.61
2015-12-24,120.3200,17552.17
2015-12-25,.,.
2015-12-28,120.3000,17528.27
2015-12-29,120.4400,17720.98
2015-12-30,120.6000,17603.87
2015-12-31,120.2700,17425.03
2016-01-01,.,.
2016-01-04,119.3000,17148.94
2016-01-05,118.9500,17158.66
2016-01-06,118.5400,16906.51
2016-01-07,118.0000,16514.10
2016-01-08,117.7400,16346.45
2016-01-11,117.4800,16398.57
2016-01-12,117.7800,16516.22
2016-01-13,118.0600,16151.41
2016-01-14,118.0300,16379.05
2016-01-15,116.7800,15988.08
2016-01-18,.,.
2016-01-19,117.6600,16016.02
2016-01-20,116.3800,15766.74
2016-01-21,117.6100,15882.68
2016-01-22,118.3700,16093.51
2016-01-25,118.5500,15885.22
2016-01-26,118.5000,16167.23
2016-01-27,118.9000,15944.46
2016-01-28,118.6100,16069.64
2016-01-29,121.0500,16466.30
2016-02-01,121.0600,16449.18
2016-02-02,120.2700,16153.54
2016-02-03,117.9200,16336.66
2016-02-04,116.7500,16416.58
2016-02-05,116.9900,16204.97
2016-02-08,115.7000,16027.05
2016-02-09,114.8000,16014.38
2016-02-10,114.0300,15914.74
2016-02-11,111.7200,15660.18
2016-02-12,112.9600,15973.84
2016-02-15,.,.
2016-02-16,113.9000,16196.41
2016-02-17,114.1400,16453.83
2016-02-18,113.6200,16413.43
2016-02-19,112.4200,16391.99
2016-02-22,113.1200,16620.66
2016-02-23,112.1700,16431.78
2016-02-24,111.3600,16484.99
2016-02-25,112.7000,16697.29
2016-02-26,113.7800,16639.97
2016-02-29,112.9000,16516.50
2016-03-01,113.9400,16865.08
2016-03-02,113.8100,16899.32
2016-03-03,113.5300,16943.90
2016-03-04,113.9100,17006.77
2016-03-07,113.6000,17073.95
2016-03-08,112.5800,16964.10
2016-03-09,113.0600,17000.36
2016-03-10,113.1000,16995.13
2016-03-11,113.6600,17213.31
2016-03-14,113.5900,17229.13
2016-03-15,112.8800,17251.53
2016-03-16,113.6900,17325.76
2016-03-17,111.3000,17481.49
2016-03-18,111.3800,17602.30
2016-03-21,111.6200,17623.87
2016-03-22,111.8200,17582.57
2016-03-23,112.6300,17502.59
2016-03-24,112.6400,17515.73
2016-03-25,113.0500,.
2016-03-28,113.2900,17535.39
2016-03-29,113.3300,17633.11
2016-03-30,112.6000,17716.66
2016-03-31,112.4200,17685.09
2016-04-01,112.0600,17792.75
2016-04-04,111.1800,17737.00
2016-04-05,110.2600,17603.32
2016-04-06,109.6300,17716.05
2016-04-07,107.9800,17541.96
2016-04-08,108.3600,17576.96
2016-04-11,107.9600,17556.41
2016-04-12,108.5400,17721.25
2016-04-13,109.2100,17908.28
2016-04-14,109.2000,17926.43
2016-04-15,108.7600,17897.46
2016-04-18,108.8500,18004.16
2016-04-19,109.1600,18053.60
2016-04-20,109.5100,18096.27
2016-04-21,109.4100,17982.52
2016-04-22,111.5000,18003.75
2016-04-25,111.0800,17977.24
2016-04-26,111.2300,17990.32
2016-04-27,111.2600,18041.55
2016-04-28,108.5500,17830.76
2016-04-29,106.9000,17773.64
2016-05-02,106.4800,17891.16
2016-05-03,106.3400,17750.91
2016-05-04,107.1200,17651.26
2016-05-05,107.3200,17660.71
2016-05-06,106.6600,17740.63
2016-05-09,108.3900,17705.91
2016-05-10,109.2200,17928.35
2016-05-11,108.4800,17711.12
2016-05-12,108.7300,17720.50
2016-05-13,109.1400,17535.32
2016-05-16,108.8900,17710.71
2016-05-17,109.0200,17529.98
2016-05-18,109.6500,17526.62
2016-05-19,109.8100,17435.40
2016-05-20,110.5200,17500.94
2016-05-23,109.4700,17492.93
2016-05-24,110.0000,17706.05
2016-05-25,110.2200,17851.51
2016-05-26,109.7400,17828.29
2016-05-27,109.8600,17873.22
2016-05-30,.,.
2016-05-31,110.7500,17787.20
2016-06-01,109.5500,17789.67
2016-06-02,108.7500,17838.56
2016-06-03,106.8800,17807.06
2016-06-06,107.3300,17920.33
2016-06-07,107.3000,17938.28
2016-06-08,106.6800,18005.05
2016-06-09,106.5400,17985.19
2016-06-10,107.0600,17865.34
2016-06-13,106.0700,17732.48
2016-06-14,106.0200,17674.82
2016-06-15,105.8700,17640.17
2016-06-16,104.0500,17733.10
2016-06-17,104.2000,17675.16
2016-06-20,104.3200,17804.87
2016-06-21,104.5600,17829.73
2016-06-22,104.5600,17780.83
2016-06-23,105.9000,18011.07
2016-06-24,102.2600,17400.75
2016-06-27,101.6600,17140.24
2016-06-28,102.7100,17409.72
2016-06-29,102.6800,17694.68
2016-06-30,102.7700,17929.99
2016-07-01,102.5500,17949.37
2016-07-04,.,.
2016-07-05,101.5800,17840.62
2016-07-06,101.1200,17918.62
2016-07-07,100.7400,17895.88
2016-07-08,100.6500,18146.74
2016-07-11,102.6600,18226.93
2016-07-12,104.7200,18347.67
2016-07-13,104.1000,18372.12
2016-07-14,105.4000,18506.41
2016-07-15,105.6400,18516.55
2016-07-18,106.0000,18533.05
2016-07-19,106.1300,18559.01
2016-07-20,106.6500,18595.03
2016-07-21,105.9800,18517.23
2016-07-22,106.2200,18570.85
2016-07-25,106.0200,18493.06
2016-07-26,104.8300,18473.75
2016-07-27,105.6500,18472.17
2016-07-28,104.8600,18456.35
2016-07-29,102.3200,18432.24
2016-08-01,102.2600,18404.51
2016-08-02,100.8200,18313.77
2016-08-03,101.3400,18355.00
2016-08-04,101.0800,18352.05
2016-08-05,101.7400,18543.53
2016-08-08,102.5300,18529.29
2016-08-09,101.9600,18533.05
2016-08-10,101.2700,18495.66
2016-08-11,101.4600,18613.52
2016-08-12,101.0100,18576.47
2016-08-15,101.0200,18636.05
2016-08-16,100.2800,18552.02
2016-08-17,100.2400,18573.94
2016-08-18,100.0700,18597.70
2016-08-19,100.2400,18552.57
2016-08-22,100.2500,18529.42
2016-08-23,100.2000,18547.30
2016-08-24,100.5000,18481.48
2016-08-25,100.5800,18448.41
2016-08-26,101.2000,18395.40
2016-08-29,102.1300,18502.99
2016-08-30,102.9200,18454.30
2016-08-31,103.3800,18400.88
2016-09-01,103.2200,18419.30
2016-09-02,104.1800,18491.96
2016-09-05,.,.
2016-09-06,102.2800,18538.12
2016-09-07,101.7200,18526.14
2016-09-08,102.2800,18479.91
2016-09-09,102.8600,18085.45
2016-09-12,101.9600,18325.07
2016-09-13,102.1400,18066.75
2016-09-14,102.3300,18034.77
2016-09-15,102.2400,18212.48
2016-09-16,102.3600,18123.80
2016-09-19,101.8200,18120.17
2016-09-20,101.6600,18129.96
2016-09-21,100.6200,18293.70
2016-09-22,100.8000,18392.46
2016-09-23,101.0400,18261.45
2016-09-26,100.3400,18094.83
2016-09-27,100.3600,18228.30
2016-09-28,100.5700,18339.24
2016-09-29,101.4800,18143.45
2016-09-30,101.2100,18308.15
2016-10-03,101.5400,18253.85
2016-10-04,102.6600,18168.45
2016-10-05,103.5300,18281.03
2016-10-06,104.0200,18268.50
2016-10-07,103.4200,18240.49
2016-10-10,.,18329.04
2016-10-11,103.3600,18128.66
2016-10-12,104.4800,18144.20
2016-10-13,103.6200,18098.94
2016-10-14,104.1000,18138.38
2016-10-17,103.9600,18086.40
2016-10-18,103.8000,18161.94
2016-10-19,103.3000,18202.62
2016-10-20,103.9200,18162.35
2016-10-21,103.9600,18145.71
2016-10-24,104.2000,18223.03
2016-10-25,104.2500,18169.27
2016-10-26,104.4200,18199.33
2016-10-27,105.1400,18169.68
2016-10-28,105.4000,18161.19
2016-10-31,105.0700,18142.42
2016-11-01,104.5900,18037.10
2016-11-02,103.2200,17959.64
